grasp_id,label,timestamp_ms,enc_deg,s0_dx,s0_dy,s0_dz,s1_dx,s1_dy,s1_dz,s2_dx,s2_dy,s2_dz,s3_dx,s3_dy,s3_dz,t1_flag,t2_flag,t1_ms,t2_ms,load_t1,load_t2,current_t1,current_t2,enc_t1,time_to_stall_ms,t1_source
1,cylinder_stiff,6,60.984,-12.600,-7.800,-13.311,-0.150,-5.399,-10.406,-19.950,-22.050,-30.250,-7.649,-4.050,-9.439,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,57,61.512,0.899,-1.125,2.541,-9.000,-5.176,-3.994,-13.725,-12.375,-18.514,-11.476,-10.575,-21.781,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,108,63.536,0.674,2.926,1.814,-5.624,-0.675,-7.984,-16.650,-13.500,-22.145,-6.301,-8.324,-11.254,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,159,65.736,3.826,3.824,6.533,-13.725,-14.175,-20.326,-19.350,-27.449,-38.115,-9.675,-9.899,-22.141,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,211,68.728,9.000,7.650,13.795,-0.899,6.301,1.451,-20.699,-19.800,-29.766,-17.100,-21.600,-33.396,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,262,71.632,-6.750,-7.649,-9.438,-2.699,-0.449,-7.986,-13.050,-18.000,-28.314,-18.000,-18.000,-31.943,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,313,74.536,8.775,0.899,9.074,0.226,2.024,6.172,11.924,11.700,14.520,-11.250,-10.125,-9.438,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,364,77.528,15.750,17.549,21.055,-19.350,-16.200,-30.492,3.149,5.851,-10.164,-1.800,-0.449,2.904,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,415,80.520,-15.300,-12.150,-3.994,-1.575,-0.900,-9.074,-25.200,-18.000,-29.768,-9.449,-11.251,-14.883,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,467,83.512,8.100,13.500,15.246,-3.149,-5.850,-5.084,8.550,9.899,19.602,-5.850,-6.750,-10.889,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,519,86.592,11.699,9.000,18.514,9.675,9.450,20.328,2.250,-2.924,2.902,-2.475,-1.125,-3.994,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,570,89.496,-2.699,0.899,-7.260,-13.500,-18.000,-21.779,-2.699,4.500,-7.262,-21.150,-22.051,-39.930,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,621,91.872,4.500,0.000,5.807,-1.800,-3.600,-7.258,-4.949,9.450,-23.230,16.200,23.400,18.152,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,673,93.984,-18.000,-21.601,-42.836,-11.699,-13.500,-33.395,2.250,16.650,-8.713,-24.301,-9.000,-30.492,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,724,96.096,-2.250,-0.899,-4.357,-9.000,-16.199,-25.408,6.301,21.150,-6.533,-10.351,2.250,-34.123,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,775,98.032,7.650,6.300,-0.725,-8.100,-4.950,-20.328,17.100,29.250,10.164,-38.700,-23.850,-66.066,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,825,99.704,-10.351,-16.200,-37.389,0.676,1.350,-18.875,-9.451,6.750,-46.465,-4.275,12.149,-19.965,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,877,101.464,-14.175,-18.000,-44.648,-0.676,3.825,-13.795,-13.049,-1.350,-50.818,-8.101,6.975,-31.580,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,927,101.816,-11.925,-10.350,-34.484,-6.075,-4.726,-26.863,-17.549,-1.801,-55.176,-35.550,-15.074,-64.977,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,978,101.816,-12.375,-18.000,-41.020,1.125,1.575,-12.342,-1.799,12.150,-32.670,-3.149,10.125,-27.951,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,1030,101.816,-8.324,-16.199,-33.031,2.475,10.124,-9.439,4.051,14.400,-26.135,-8.101,7.875,-33.760,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,1080,101.816,-0.675,-10.800,-27.951,2.925,4.274,-8.713,-4.949,12.150,-25.408,-22.500,-4.275,-43.197,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0,0
1,cylinder_stiff,1131,101.816,-12.375,-17.550,-40.293,-2.025,-2.476,-22.508,-4.049,7.650,-40.654,-16.200,1.125,-41.020,1,0,1131,0,0.0,0.0,489.0,0.0,101.816,0,2
1,cylinder_stiff,1189,101.816,-3.375,-6.750,-26.500,3.824,2.475,-11.617,-0.899,10.800,-29.766,-18.000,-1.125,-36.662,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,0,2
1,cylinder_stiff,1241,101.904,-7.425,-15.300,-32.307,11.025,8.325,0.727,-22.500,-4.051,-62.436,-8.101,9.676,-28.676,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,0,2
1,cylinder_stiff,1292,101.816,-9.675,-11.699,-35.211,3.375,1.575,-15.246,-13.049,-0.900,-51.545,0.450,10.575,-26.498,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,0,2
1,cylinder_stiff,1343,101.816,-18.225,-19.800,-41.020,2.475,2.475,-10.891,-21.149,-6.301,-58.805,-9.450,3.825,-25.773,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1395,101.904,-10.125,-10.800,-35.938,1.574,1.575,-15.973,-9.000,3.150,-37.750,2.250,19.575,-12.705,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1446,101.816,-14.175,-19.350,-45.375,18.225,20.024,18.875,-13.500,3.150,-45.012,-17.101,-2.025,-44.648,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1497,101.816,-8.775,-12.600,-29.402,-4.725,-0.226,-18.877,-27.000,-13.950,-66.064,-11.700,4.725,-33.033,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1549,101.816,-16.425,-16.650,-44.648,1.574,3.374,-7.988,-17.100,-5.400,-52.270,-2.700,10.125,-25.773,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1600,101.816,-10.574,-14.850,-35.938,3.824,4.274,-14.520,-13.949,-4.051,-46.463,6.750,20.475,-12.705,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1651,101.904,-12.824,-15.750,-38.840,-4.725,-2.476,-23.234,-25.649,-13.950,-67.516,-7.200,5.176,-30.854,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1702,101.816,-15.525,-21.150,-41.020,15.525,16.425,13.793,-23.399,-12.150,-67.516,-1.351,11.926,-19.238,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1754,101.816,-5.175,-7.650,-29.402,2.475,2.475,-13.068,-9.449,7.199,-40.654,-4.950,9.676,-23.596,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1805,101.816,-13.725,-18.449,-49.730,-6.525,-3.825,-24.686,-5.399,4.050,-37.023,-12.149,5.625,-30.127,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1863,101.816,-1.574,-9.449,-26.500,-12.375,-10.126,-36.301,-21.600,-9.450,-60.258,9.450,23.176,3.268,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1914,101.816,-4.725,-8.100,-27.951,-0.225,5.175,-15.246,-17.549,-5.400,-63.887,4.950,18.676,-14.156,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,1965,101.816,-10.574,-12.600,-31.580,0.225,-2.476,-21.781,-6.750,4.500,-40.654,-7.200,4.725,-33.760,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,2016,101.816,-11.925,-15.750,-41.746,1.574,3.825,-17.426,-15.299,-3.150,-52.270,13.950,31.275,9.076,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
1,cylinder_stiff,2067,101.816,-1.574,-7.199,-21.418,13.275,14.624,4.355,-12.149,4.500,-40.654,-29.250,-16.875,-67.154,0,0,1131,0,0.0,0.0,489.0,0.0,101.816,1343,2
