grasp_id,label,timestamp_ms,enc_deg,s0_dx,s0_dy,s0_dz,s1_dx,s1_dy,s1_dz,s2_dx,s2_dy,s2_dz,s3_dx,s3_dy,s3_dz,s4_dx,s4_dy,s4_dz,s5_dx,s5_dy,s5_dz,t1_flag,t2_flag,t1_ms,t2_ms
15,cylinder_soft,5,60.368,34.952,-22.795,81.196,2.685,-5.860,50.607,-18.208,20.879,-29.341,-15.876,-9.207,-8.698,-9.942,11.637,-5.577,-10.310,-21.977,-2.441,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,31,60.456,7.120,7.389,23.368,-3.391,1.784,17.111,-3.900,2.259,-11.013,-3.724,-2.347,-8.698,-6.414,0.465,-29.277,-2.470,1.151,0.403,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,57,61.160,-3.856,-2.411,27.476,-2.607,7.860,23.115,-1.352,-2.249,-8.801,-4.312,-5.287,-15.334,2.014,12.421,-17.269,-6.390,-6.493,-14.765,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,82,62.128,-2.680,1.901,29.056,0.921,4.332,20.903,-4.880,0.887,-7.853,1.960,-0.191,-8.066,5.738,-2.083,-16.005,-6.194,1.739,-16.345,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,107,63.360,6.532,-0.059,24.316,-1.039,5.704,8.579,-7.820,0.691,-6.589,-2.940,-3.719,-9.014,6.326,0.270,-19.797,-0.902,-0.613,-5.285,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,132,64.504,0.652,2.685,31.268,-11.231,-7.036,21.219,-2.528,-2.053,-7.537,7.448,-0.583,4.890,1.230,0.073,-27.065,1.058,-2.573,-1.493,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,158,65.912,7.904,6.213,30.320,-4.567,2.568,10.159,-4.292,3.239,-13.857,-1.960,-4.699,-4.274,0.054,-2.867,-14.425,6.154,-8.061,-13.817,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,183,67.320,0.064,-7.311,15.468,-10.447,-2.724,6.367,-3.116,7.551,-21.125,4.116,3.729,-6.802,-0.730,6.737,-33.069,0.470,-5.513,-11.289,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,209,68.728,-4.052,5.429,32.848,-4.959,-2.528,9.527,-1.744,-1.465,-9.117,4.116,-1.759,-14.702,0.838,-2.867,-18.533,-3.058,-2.965,-13.817,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
15,cylinder_soft,234,70.224,0.064,-13.191,35.060,-3.979,-10.760,11.423,1.000,-2.249,-6.905,-2.548,-1.563,-5.854,-2.690,-2.279,-22.009,0.666,-13.941,-9.077,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
