grasp_id,label,timestamp_ms,enc_deg,s0_dx,s0_dy,s0_dz,s1_dx,s1_dy,s1_dz,s2_dx,s2_dy,s2_dz,s3_dx,s3_dy,s3_dz,s4_dx,s4_dy,s4_dz,s5_dx,s5_dy,s5_dz,t1_flag,t2_flag,t1_ms,t2_ms
6,cylinder_stiff,5,60.368,3.984,7.977,80.880,-10.839,-10.368,51.239,-16.836,18.331,9.843,-25.872,-4.111,18.478,-22.290,16.145,30.763,-2.274,-24.721,24.735,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,31,60.544,-5.032,-0.255,13.256,-5.155,-1.548,12.055,2.176,1.867,-12.593,-2.352,0.985,-4.590,1.426,-7.571,-25.169,-3.646,-7.277,-6.233,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,58,61.248,-4.444,-13.975,24.316,6.409,-8.016,4.787,3.156,-2.249,-10.065,7.056,-1.171,-0.166,-4.846,-3.063,-17.585,-2.666,-1.005,-8.445,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,83,62.216,-5.032,4.449,10.728,-0.843,7.076,12.055,0.020,2.259,-8.169,13.916,-10.383,-15.650,-6.022,3.601,-26.749,-2.862,-10.413,-9.709,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,108,63.360,-1.896,-3.979,27.792,-0.647,-8.996,12.371,-3.116,7.747,-18.913,1.568,-2.543,-5.854,0.054,-2.279,-20.113,3.802,-2.573,-13.817,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,133,64.680,4.964,-4.959,17.364,-2.803,4.136,17.111,2.764,-0.681,-21.757,1.764,-8.619,-18.178,7.110,5.953,-26.433,-5.802,-5.905,-6.865,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,158,65.912,4.768,0.921,32.216,-1.823,-7.428,15.847,-7.624,1.083,-17.965,-4.900,-2.739,-15.966,-1.710,-4.239,-23.273,-4.038,-15.509,-24.561,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,184,67.408,-3.072,-0.451,19.260,-2.411,6.488,14.267,-1.940,11.079,-11.329,5.684,-8.423,0.150,-1.318,-4.043,-31.489,-1.490,-6.297,-14.449,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,215,69.080,-6.404,-10.055,34.744,-5.743,1.000,24.063,0.804,3.239,-7.221,12.152,-2.543,-13.754,-1.514,-9.531,-38.757,3.802,-7.473,-14.133,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
6,cylinder_stiff,240,70.576,2.416,-3.979,21.156,-3.391,-3.508,6.999,-8.800,5.591,-25.549,2.352,-2.347,-16.914,-4.846,3.601,-16.637,1.842,-15.313,-13.817,0,0,0,0,0.0,0.0,0.0,0.0,0.000,0
