grasp_id,label,timestamp_ms,enc_deg,s0_dx,s0_dy,s0_dz,s1_dx,s1_dy,s1_dz,s2_dx,s2_dy,s2_dz,s3_dx,s3_dy,s3_dz,s4_dx,s4_dy,s4_dz,s5_dx,s5_dy,s5_dz,t1_flag,t2_flag,t1_ms,t2_ms
7,cylinder_stiff,400,79.464,-8.321,-3.975,-8.161,-1.429,-5.824,11.671,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,420,80.520,-1.721,-5.025,7.085,-3.379,-12.424,0.297,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,440,81.576,-1.271,-0.675,-8.887,-1.879,3.776,9.251,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,460,82.544,-0.821,-5.925,14.344,1.871,1.526,2.717,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,480,83.512,-1.871,-14.475,12.167,-7.429,0.776,6.831,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,500,84.568,-2.771,5.325,12.409,0.671,-6.574,17.721,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,520,85.448,14.029,-3.075,5.875,-4.579,-4.624,7.799,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,540,86.416,9.829,-7.575,-4.047,-0.829,2.426,8.283,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,560,87.384,8.629,-2.025,-15.663,-1.579,-5.074,14.575,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,580,88.352,-1.271,2.175,-2.595,-2.629,-2.374,19.415,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,600,89.232,5.929,-12.675,4.906,2.021,-1.324,13.123,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,620,90.112,1.129,-3.825,8.295,-0.979,4.976,6.105,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,640,90.992,0.079,-15.075,12.409,1.271,9.626,22.319,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,660,91.872,-8.921,-14.775,13.861,3.221,5.126,22.561,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,680,92.664,-12.671,-12.675,11.441,6.671,5.426,19.899,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,700,93.632,4.729,-12.525,3.213,6.371,3.176,22.561,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
7,cylinder_stiff,720,94.512,-0.371,-17.625,6.359,-3.979,10.376,16.995,-0.025,-25.112,-30.376,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,5,0
