grasp_id,label,timestamp_ms,enc_deg,s0_dx,s0_dy,s0_dz,s1_dx,s1_dy,s1_dz,s2_dx,s2_dy,s2_dz,s3_dx,s3_dy,s3_dz,s4_dx,s4_dy,s4_dz,s5_dx,s5_dy,s5_dz,t1_flag,t2_flag,t1_ms,t2_ms
1,cylinder_stiff,500,84.480,5.473,-11.299,30.486,-0.416,3.572,24.909,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,520,85.448,3.317,-3.459,21.954,-7.472,1.416,29.649,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,540,86.416,3.905,-5.027,19.110,2.720,0.436,24.593,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,560,87.472,6.649,-5.419,46.602,3.504,2.396,33.125,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,580,88.264,0.377,-7.575,30.802,1.936,-4.464,32.177,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,600,89.232,9.197,-3.459,34.278,-3.944,4.748,33.125,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,620,90.112,-1.583,-15.415,33.646,-4.924,-6.228,18.905,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,640,90.992,10.177,-8.947,28.590,0.368,4.356,35.653,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,660,91.872,0.573,-6.987,30.486,-0.612,0.632,24.277,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,680,92.664,2.925,-4.047,18.794,-0.612,-0.152,30.913,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,700,93.632,3.905,-2.675,27.958,-9.628,-5.444,35.969,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,720,94.512,9.589,-12.867,36.174,-3.160,4.944,42.605,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,740,95.480,3.317,-9.143,25.430,0.956,8.276,41.341,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,760,96.360,-0.211,-10.711,24.482,0.368,0.436,39.129,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,780,97.064,0.573,-6.007,43.126,6.640,-2.896,47.345,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,800,97.768,-0.407,-14.631,29.538,5.464,8.472,34.389,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,820,98.472,-0.211,-8.555,22.270,-5.904,2.200,41.973,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,840,99.088,-1.779,-12.279,32.066,0.956,0.828,32.177,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,860,99.704,6.453,-0.911,33.962,4.484,0.436,41.657,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,880,100.408,0.573,-3.263,30.486,0.563,7.100,27.753,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,900,101.112,2.141,-1.891,36.174,-6.884,5.924,34.705,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,920,101.816,2.337,-11.103,29.854,-6.493,-2.896,40.393,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,940,102.432,-0.407,-4.047,34.594,-1.788,3.376,27.753,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,960,102.960,7.825,-6.399,32.382,-1.592,2.592,36.601,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,980,103.400,-4.327,-7.967,42.494,2.132,1.808,38.497,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1000,103.400,14.097,-5.615,41.230,-1.592,2.396,37.549,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1020,103.400,10.961,-2.283,41.546,-11.196,5.532,52.085,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1040,103.400,17.037,-12.475,33.014,0.368,5.140,31.545,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1060,103.400,1.357,-14.239,50.710,1.740,-0.348,30.597,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1080,103.400,3.905,-13.455,47.234,-2.572,0.828,27.753,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1100,103.488,11.353,-8.947,45.022,-3.552,-3.092,30.597,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1120,103.400,16.253,-19.923,49.130,-2.572,11.020,27.121,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1140,103.400,8.021,-4.047,50.394,-8.452,-4.660,30.281,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1160,103.400,4.689,-20.119,50.078,-2.965,-2.700,49.557,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1180,103.400,14.097,-3.459,38.070,-3.160,5.140,23.645,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1200,103.400,15.861,-14.631,48.814,-0.808,-3.680,37.549,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1220,103.400,12.725,-12.279,40.282,-0.220,3.964,32.177,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1240,103.400,14.489,-2.675,52.922,-1.004,1.024,29.965,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1260,103.400,10.177,-9.927,45.022,-0.612,9.844,26.489,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1280,103.400,11.353,-1.107,53.554,4.876,-0.544,34.073,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1300,103.400,16.449,-0.519,50.078,1.544,0.632,25.541,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1320,103.400,15.077,-19.139,48.498,4.876,4.944,39.761,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1340,103.400,12.921,-6.399,47.550,-1.396,-8.776,29.017,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1360,103.400,11.353,-14.043,42.810,-6.296,-6.816,25.857,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1380,103.400,18.997,-14.435,41.862,2.720,-4.856,36.285,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1400,103.400,10.961,-15.415,39.650,5.072,-1.720,36.601,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-10567.340,12943.360,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1420,103.400,9.589,-10.515,53.554,-7.080,-6.424,26.805,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1440,103.400,19.193,-10.515,43.126,8.012,-5.052,32.177,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1460,103.400,10.961,-9.143,70.302,-11.588,7.492,41.973,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1480,103.400,7.041,-10.711,66.826,-0.612,-9.560,32.809,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1500,103.400,15.665,-9.535,47.550,2.132,-1.328,31.861,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1520,103.488,3.317,1.833,55.766,3.112,1.416,30.281,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1540,103.400,15.861,-3.263,51.658,2.327,4.160,27.753,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1560,103.400,13.509,-16.199,62.402,9.972,-2.504,39.445,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1580,103.400,2.925,-10.711,41.546,0.760,6.708,28.069,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1600,103.400,9.001,-17.767,51.658,5.268,-0.152,28.385,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1620,103.400,8.609,-11.299,52.290,-3.748,-9.560,27.753,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1640,103.400,15.469,-3.655,47.550,-1.201,-5.444,28.385,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1660,103.400,9.981,-20.119,56.714,-5.708,-4.660,37.549,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1680,103.400,9.001,-19.727,49.446,5.660,2.200,20.169,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1700,103.400,10.961,-13.259,48.182,-1.396,-2.896,39.129,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1720,103.400,12.725,-1.303,57.662,-3.356,-2.700,17.957,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1740,103.400,18.997,-3.459,49.762,9.776,-7.796,33.441,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1760,103.400,9.589,-12.671,46.918,0.172,-0.152,42.289,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1780,103.400,12.333,-10.711,47.550,-6.100,-2.112,19.537,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1800,103.400,10.765,-4.635,52.290,-6.493,-7.404,29.333,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1820,103.400,14.685,-8.163,58.294,-0.612,-4.268,31.861,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1840,103.488,5.865,-1.107,42.494,-0.416,0.632,27.753,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,6,0
1,cylinder_stiff,1860,103.400,13.705,-13.063,35.226,4.484,-2.896,35.021,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,1,6,1860
2,cylinder_stiff,5,60.720,19.781,-7.183,50.078,-4.729,2.200,16.693,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,1,0,5,0
2,cylinder_stiff,25,60.808,6.845,11.045,20.058,-8.452,5.728,15.113,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,43,60.984,4.689,11.045,29.222,-1.592,5.336,9.741,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,61,61.512,-8.247,3.989,30.486,0.172,11.216,13.533,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,80,62.128,6.649,6.929,27.642,-4.532,1.808,9.741,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,100,63.008,-2.367,-8.555,15.950,-1.004,2.592,15.745,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,120,63.888,-2.171,-1.303,15.634,-0.220,14.548,9.741,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,140,64.768,-1.779,1.833,14.054,-7.472,-4.660,11.953,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,160,65.736,-8.835,0.069,20.690,-6.493,0.436,12.901,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,180,66.880,-2.563,-2.283,33.646,-6.100,-2.700,7.529,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,200,68.024,4.297,-10.907,31.750,-5.120,2.396,6.581,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,220,69.168,-1.191,-0.323,24.482,-1.984,-0.544,8.793,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,240,70.224,5.865,-4.439,27.958,-2.180,1.808,14.481,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,260,71.368,-3.347,-11.887,20.058,-3.552,-7.600,3.737,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,280,72.424,-1.779,-11.103,25.114,-4.336,-1.132,25.541,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,300,73.568,-5.895,2.225,31.750,-0.612,-6.620,21.433,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,320,74.712,-0.211,-4.047,30.170,1.152,-12.304,13.217,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,340,75.856,5.081,-1.695,26.694,9.188,1.416,-2.583,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,360,77.000,0.573,-1.695,32.382,-1.788,-4.464,18.273,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,380,78.144,-9.423,-3.263,25.746,-14.332,-0.544,13.217,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,400,79.288,3.317,0.657,27.326,0.760,-3.484,18.273,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,420,80.432,-5.699,-10.711,25.746,-13.156,-7.208,18.905,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,440,81.488,-10.599,-6.987,17.846,7.424,5.924,23.013,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,460,82.456,8.217,-0.127,35.226,-4.336,-5.640,28.701,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,480,83.512,-0.603,-8.947,31.118,3.504,-3.484,33.757,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,500,84.568,-7.463,-8.163,26.694,-3.356,-12.304,10.057,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,520,85.448,6.649,-4.439,41.230,-3.944,-1.720,45.765,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,540,86.416,-2.955,-6.007,31.118,0.368,4.160,47.029,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,560,87.472,-0.603,-3.459,34.594,5.660,7.492,17.641,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,580,88.352,1.945,-3.655,29.854,-0.612,-1.916,33.441,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,600,89.320,2.729,-5.811,26.694,2.524,3.572,49.557,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,620,90.200,5.081,-9.535,33.962,3.112,-3.288,35.337,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,640,91.080,5.473,-10.907,43.442,-10.412,5.532,45.133,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
2,cylinder_stiff,660,91.960,-2.171,-11.299,30.170,-1.788,-2.896,38.181,0.000,-0.000,-0.007,0.000,-0.000,-0.007,0.002,-0.001,0.000,0.000,-0.000,-0.007,0,0,5,0
