session_id,grasp_index,label,t1_source,time_to_stall_ms,enc_t1,enc_t2,load_t2,current_t2,success,failure_reason,peak_abs__s0_dx,peak_abs__s0_dy,peak_abs__s0_dz,peak_abs__s1_dx,peak_abs__s1_dy,peak_abs__s1_dz,peak_abs__s2_dx,peak_abs__s2_dy,peak_abs__s2_dz,peak_abs__s3_dx,peak_abs__s3_dy,peak_abs__s3_dz,mean_abs__s0_dx,mean_abs__s0_dy,mean_abs__s0_dz,mean_abs__s1_dx,mean_abs__s1_dy,mean_abs__s1_dz,mean_abs__s2_dx,mean_abs__s2_dy,mean_abs__s2_dz,mean_abs__s3_dx,mean_abs__s3_dy,mean_abs__s3_dz,rms__s0_dx,rms__s0_dy,rms__s0_dz,rms__s1_dx,rms__s1_dy,rms__s1_dz,rms__s2_dx,rms__s2_dy,rms__s2_dz,rms__s3_dx,rms__s3_dy,rms__s3_dz,t2__s0_dx,t2__s0_dy,t2__s0_dz,t2__s1_dx,t2__s1_dy,t2__s1_dz,t2__s2_dx,t2__s2_dy,t2__s2_dz,t2__s3_dx,t2__s3_dy,t2__s3_dz,t2__s0_mag,t2__s1_mag,t2__s2_mag,t2__s3_mag,enc_t2,load_t2,current_t2,time_to_stall_ms,enc_t1
8,1,cylinder_soft,encoder_stall,1109,106.83,106.92,0,236,1,,3.0,3.0,10.0,9.0,9.0,10.0,6.0,6.0,9.0,9.0,6.0,4.0,1.5,0.375,5.9375,8.0625,9.0,3.125,4.5,4.125,8.1875,8.25,3.75,1.0,2.1213202476501465,1.0606601238250732,6.1871843338012695,8.23293685913086,9.0,4.677071571350098,4.9749369621276855,4.373213768005371,8.316023826599121,8.351646423339844,3.9686269760131836,2.0,-3.0,0.0,7.5,-4.5,9.0,10.0,0.0,6.0,-6.5,6.0,3.0,0.0,8.077747344970703,14.186261177062988,8.845903396606445,6.7082037925720215,106.91999816894531,0.0,236.0,1109.0,106.83000183105469
8,2,cylinder_soft,encoder_stall,1125,106.22,105.16,0,81,1,,4.5,6.0,10.0,4.5,7.5,12.5,4.5,6.0,11.5,4.5,6.0,9.0,2.8333332538604736,4.333333492279053,3.8888888359069824,2.8333332538604736,6.166666507720947,6.94444465637207,3.5,4.166666507720947,6.888888835906982,3.5,5.0,5.111111164093018,3.278719186782837,4.582575798034668,4.71404504776001,3.041381359100342,6.614378452301025,8.122328758239746,3.8405728340148926,4.44409704208374,7.586537837982178,3.708099126815796,5.196152210235596,5.517648696899414,0.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,-9.0,10.440306663513184,0.0,3.0,9.949873924255371,105.16000366210938,0.0,81.0,1125.0,106.22000122070312
8,3,cylinder_soft,encoder_stall,1109,106.74,106.74,0,243,1,,6.0,3.0,5.0,3.0,6.0,10.0,6.0,3.0,9.0,9.0,9.0,9.0,2.625,2.25,4.375,1.875,4.125,5.625,3.75,3.0,7.0,6.0,8.25,6.5,3.181980609893799,2.598076105117798,4.677071571350098,2.3717081546783447,4.373213768005371,5.8630194664001465,3.9686269760131836,3.0,7.280109882354736,6.184658527374268,8.351646423339844,6.964194297790527,6.0,3.0,5.0,3.0,3.0,-5.0,3.0,3.0,-5.0,6.0,9.0,-9.0,8.366600036621094,6.557438373565674,6.557438373565674,14.071247100830078,106.73999786376953,0.0,243.0,1109.0,106.73999786376953
8,4,cylinder_soft,magnetic,1047,106.74,106.83,0,239,1,,3.0,3.0,5.0,4.5,3.0,5.0,9.0,3.0,9.0,9.0,9.0,4.0,3.0,0.75,4.6875,2.0625,1.5,4.375,5.625,3.0,8.1875,7.5,7.125,4.0,3.0,1.5,4.759858131408691,2.6516504287719727,2.1213202476501465,4.677071571350098,6.27495002746582,3.0,8.465001106262207,7.794228553771973,7.271519660949707,4.0,-3.0,0.0,2.5,4.5,3.0,0.0,0.0,3.0,-2.5,3.0,6.0,-4.0,3.9051249027252197,5.408327102661133,3.9051249027252197,7.8102498054504395,106.83000183105469,0.0,239.0,1047.0,106.73999786376953
8,5,cylinder_soft,encoder_stall,1015,106.48,105.42,0,75,1,,3.0,6.0,2.5,3.0,7.5,7.5,4.5,10.5,6.5,7.5,6.0,4.0,1.6875,3.75,2.5,1.6875,6.5625,6.5625,4.3125,9.9375,3.0,5.0625,3.75,2.5,1.7589058876037598,3.9686269760131836,2.5,2.1866068840026855,6.68720817565918,7.015607833862305,4.340939044952393,9.99218463897705,3.278719186782837,5.276717662811279,3.9686269760131836,3.1622776985168457,-1.5,3.0,-2.5,0.0,7.5,-7.5,4.5,10.5,-2.5,7.5,3.0,-4.0,4.183300018310547,10.60660171508789,11.694015502929688,9.013877868652344,105.41999816894531,0.0,75.0,1015.0,106.4800033569336
8,6,cylinder_soft,encoder_stall,1047,106.74,106.83,0,241,1,,3.0,3.0,5.0,3.0,3.0,10.0,9.0,9.0,9.0,9.0,6.0,9.0,3.0,3.0,1.25,1.5,2.625,5.625,6.0,6.75,7.5,7.5,4.875,4.625,3.0,3.0,2.5,2.1213202476501465,2.8062429428100586,5.8630194664001465,6.184658527374268,6.873863697052002,7.745966911315918,7.648529052734375,5.086747646331787,4.9117207527160645,3.0,3.0,0.0,3.0,0.0,-5.0,3.0,6.0,-5.0,6.0,3.0,-4.0,4.242640495300293,5.830951690673828,8.366600036621094,7.8102498054504395,106.83000183105469,0.0,241.0,1047.0,106.73999786376953
8,7,cylinder_soft,encoder_stall,1047,106.74,106.74,0,240,1,,6.0,6.0,0.0,0.0,3.0,5.0,9.0,9.0,9.0,9.0,6.0,4.0,3.375,3.75,0.0,0.0,1.875,4.375,6.75,6.75,9.0,9.0,3.75,4.0,3.5178117752075195,3.9686269760131836,0.0,0.0,2.3717081546783447,4.677071571350098,6.873863697052002,6.873863697052002,9.0,9.0,3.9686269760131836,4.0,3.0,3.0,0.0,0.0,3.0,-5.0,6.0,6.0,-9.0,9.0,3.0,-4.0,4.242640495300293,5.830951690673828,12.369317054748535,10.29563045501709,106.73999786376953,0.0,240.0,1047.0,106.73999786376953
8,8,cylinder_soft,encoder_stall,1047,106.74,106.74,0,238,1,,3.0,3.0,5.0,3.0,3.0,5.0,9.0,9.0,9.0,9.0,6.0,4.0,3.0,3.0,0.7142857313156128,0.4285714328289032,1.7142857313156128,2.857142925262451,7.285714149475098,6.4285712242126465,9.0,8.571428298950195,3.4285714626312256,3.4285714626312256,3.0,3.0,1.8898223638534546,1.133893370628357,2.267786741256714,3.779644727706909,7.435436248779297,6.513721466064453,9.0,8.635475158691406,3.5856857299804688,3.703280448913574,3.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,-9.0,9.0,3.0,-4.0,4.242640495300293,0.0,12.369317054748535,10.29563045501709,106.73999786376953,0.0,238.0,1047.0,106.73999786376953
8,9,cylinder_soft,magnetic,1000,106.48,106.74,0,238,1,,3.0,6.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,9.0,6.0,4.0,2.625,3.375,0.9375,0.5625,1.875,1.875,6.0,6.75,8.6875,8.625,4.875,4.0,2.8062429428100586,3.5178117752075195,1.9764235019683838,1.1858540773391724,2.8062429428100586,3.0618622303009033,6.538348197937012,6.873863697052002,8.726755142211914,8.681878089904785,5.086747646331787,4.0,3.0,3.0,0.0,0.0,0.0,-5.0,6.0,6.0,-9.0,9.0,6.0,-4.0,4.242640495300293,5.0,12.369317054748535,11.532562255859375,106.73999786376953,0.0,238.0,1000.0,106.4800033569336
8,10,cylinder_soft,encoder_stall,1047,106.74,106.74,0,236,1,,3.0,6.0,5.0,3.0,3.0,5.0,9.0,6.0,9.0,9.0,3.0,4.0,3.0,3.4285714626312256,2.142857074737549,0.4285714328289032,0.8571428656578064,2.857142925262451,6.4285712242126465,5.5714287757873535,9.0,7.285714149475098,3.0,3.4285714626312256,3.0,3.5856857299804688,3.273268461227417,1.133893370628357,1.6035674810409546,3.779644727706909,6.513721466064453,5.669466972351074,9.0,7.435436248779297,3.0,3.703280448913574,3.0,3.0,0.0,0.0,0.0,-5.0,6.0,6.0,-9.0,6.0,3.0,-4.0,4.242640495300293,5.0,12.369317054748535,7.8102498054504395,106.73999786376953,0.0,236.0,1047.0,106.73999786376953
8,11,cylinder_soft,encoder_stall,1031,106.74,106.92,0,221,1,,3.0,3.0,10.0,0.0,6.0,10.0,6.0,6.0,9.0,9.0,3.0,4.0,1.125,2.25,6.875,0.0,4.125,5.625,4.875,4.875,8.5,7.875,2.25,3.5,1.837117314338684,2.598076105117798,7.288690090179443,0.0,4.373213768005371,5.8630194664001465,5.086747646331787,5.086747646331787,8.602325439453125,8.007808685302734,2.598076105117798,3.7416574954986572,0.0,3.0,10.0,0.0,6.0,-5.0,6.0,3.0,-9.0,9.0,3.0,-4.0,10.440306663513184,7.8102498054504395,11.224971771240234,10.29563045501709,106.91999816894531,0.0,221.0,1031.0,106.73999786376953
8,12,cylinder_soft,encoder_stall,1062,106.83,106.92,0,227,1,,3.0,3.0,10.0,3.0,3.0,10.0,6.0,6.0,5.0,9.0,3.0,4.0,1.2857142686843872,1.2857142686843872,7.142857074737549,0.4285714328289032,3.0,5.714285850524902,3.4285714626312256,4.285714149475098,5.0,8.142857551574707,0.8571428656578064,2.2857143878936768,1.9639610052108765,1.9639610052108765,7.559289455413818,1.133893370628357,3.0,6.546536922454834,3.5856857299804688,4.535573482513428,5.0,8.254868507385254,1.6035674810409546,3.0237157344818115,0.0,0.0,10.0,0.0,3.0,0.0,3.0,3.0,-5.0,9.0,0.0,-4.0,10.0,3.0,6.557438373565674,9.848857879638672,106.91999816894531,0.0,227.0,1062.0,106.83000183105469
8,13,cylinder_soft,encoder_stall,1094,106.92,107.27,0,203,1,,3.0,3.0,10.0,3.0,6.0,5.0,6.0,6.0,5.0,9.0,3.0,4.0,2.25,1.5,9.375,1.875,4.125,4.375,4.875,4.125,5.0,7.875,1.5,3.0,2.598076105117798,2.1213202476501465,9.519716262817383,2.3717081546783447,4.373213768005371,4.677071571350098,5.086747646331787,4.373213768005371,5.0,8.007808685302734,2.1213202476501465,3.464101552963257,3.0,3.0,10.0,0.0,3.0,-5.0,6.0,3.0,-5.0,6.0,3.0,-4.0,10.862780570983887,5.830951690673828,8.366600036621094,7.8102498054504395,107.2699966430664,0.0,203.0,1094.0,106.91999816894531
8,14,cylinder_soft,encoder_stall,1093,106.92,107.27,0,203,1,,3.0,3.0,12.5,6.0,6.0,5.0,6.0,6.0,9.0,12.0,3.0,4.0,1.125,1.125,9.0625,3.1875,4.5,2.5,3.75,3.375,5.6875,9.0,0.75,2.0,1.837117314338684,1.837117314338684,9.3958101272583,3.3957693576812744,4.7434163093566895,3.535533905029297,3.9686269760131836,3.8242645263671875,6.054440498352051,9.124143600463867,1.5,2.8284270763397217,-3.0,3.0,12.5,-1.5,6.0,0.0,-3.0,3.0,-2.5,6.0,0.0,0.0,13.20037841796875,6.184658527374268,4.924428939819336,6.0,107.2699966430664,0.0,203.0,1093.0,106.91999816894531
8,15,cylinder_soft,encoder_stall,1062,106.92,107.01,0,220,1,,3.0,3.0,10.0,9.0,9.0,5.0,6.0,6.0,14.0,9.0,0.0,4.0,0.4285714328289032,1.2857142686843872,9.285714149475098,9.0,6.4285712242126465,4.285714149475098,5.142857074737549,3.4285714626312256,8.0,9.0,0.0,0.5714285969734192,1.133893370628357,1.9639610052108765,9.449111938476562,9.0,6.513721466064453,4.629100322723389,5.318431854248047,3.5856857299804688,8.569046974182129,9.0,0.0,1.5118578672409058,0.0,0.0,10.0,-9.0,6.0,5.0,3.0,3.0,-9.0,9.0,0.0,0.0,10.0,11.916375160217285,9.949873924255371,9.0,107.01000213623047,0.0,220.0,1062.0,106.91999816894531
8,16,cylinder_soft,encoder_stall,1110,106.22,105.16,0,80,1,,1.5,6.0,7.5,1.5,10.5,7.5,4.5,7.5,11.5,7.5,6.0,4.0,1.3125,6.0,5.625,0.1875,8.8125,4.0625,3.9375,6.1875,7.75,6.5625,3.75,0.5,1.4031214714050293,6.0,6.123724460601807,0.5303300619125366,8.92153263092041,4.5927934646606445,4.073542594909668,6.341825485229492,8.046738624572754,6.68720817565918,3.9686269760131836,1.4142135381698608,1.5,6.0,-2.5,0.0,10.5,-7.5,4.5,4.5,-6.5,7.5,3.0,0.0,6.67083215713501,12.903488159179688,9.096702575683594,8.077747344970703,105.16000366210938,0.0,80.0,1110.0,106.22000122070312
8,17,cylinder_soft,encoder_stall,1156,106.3,105.16,0,80,1,,1.5,6.0,7.5,3.0,10.5,7.5,4.5,7.5,6.5,7.5,3.0,4.0,1.5,4.125,5.625,1.125,8.625,6.25,3.375,5.625,6.5,6.375,0.375,3.5,1.5,4.373213768005371,6.123724460601807,1.837117314338684,8.746427536010742,6.614378452301025,3.674234628677368,5.809474945068359,6.5,6.538348197937012,1.0606601238250732,3.7416574954986572,1.5,3.0,-7.5,0.0,7.5,-7.5,4.5,4.5,-6.5,7.5,0.0,-4.0,8.215838432312012,10.60660171508789,9.096702575683594,8.5,105.16000366210938,0.0,80.0,1156.0,106.30000305175781
8,18,cylinder_soft,encoder_stall,1046,106.39,105.34,0,74,1,,1.5,6.0,7.5,3.0,10.5,7.5,3.0,9.0,2.5,7.5,6.0,4.0,1.2857142686843872,5.142857074737549,3.9285714626312256,1.0714285373687744,8.142857551574707,6.4285712242126465,1.7142857313156128,5.5714287757873535,2.5,5.142857074737549,5.5714287757873535,4.0,1.3887301683425903,5.318431854248047,4.53163480758667,1.7008401155471802,8.293715476989746,6.943650722503662,1.7928428649902344,5.837073802947998,2.5,5.378528594970703,5.669466972351074,4.0,1.5,6.0,-2.5,0.0,10.5,-7.5,-1.5,4.5,-2.5,4.5,6.0,-4.0,6.67083215713501,12.903488159179688,5.361902713775635,8.5,105.33999633789062,0.0,74.0,1046.0,106.38999938964844
8,19,cylinder_soft,encoder_stall,1062,106.74,106.92,0,224,1,,3.0,6.0,5.0,6.0,3.0,5.0,3.0,6.0,14.0,6.0,3.0,4.0,2.625,5.625,1.5625,2.4375,0.75,0.625,3.0,3.75,9.4375,2.25,0.375,1.5,2.8062429428100586,5.711829662322998,2.6516504287719727,3.225872039794922,1.5,1.7677669525146484,3.0,3.9686269760131836,9.894759178161621,3.0,1.0606601238250732,2.4494898319244385,0.0,6.0,2.5,4.5,0.0,5.0,-3.0,3.0,-6.5,0.0,0.0,-4.0,6.5,6.72681188583374,7.762087345123291,4.0,106.91999816894531,0.0,224.0,1062.0,106.73999786376953
8,20,cylinder_soft,encoder_stall,1141,106.22,105.16,0,80,1,,1.5,6.0,7.5,3.0,7.5,7.5,4.5,7.5,6.5,10.5,6.0,4.0,1.5,6.0,3.125,0.75,7.5,3.125,3.0,5.25,6.0,8.25,5.625,3.0,1.5,6.0,3.535533905029297,1.5,7.5,3.535533905029297,3.3541018962860107,5.408327102661133,6.144103050231934,8.351646423339844,5.711829662322998,3.464101552963257,-1.5,6.0,-2.5,0.0,7.5,-2.5,4.5,4.5,-6.5,7.5,6.0,-4.0,6.67083215713501,7.905694007873535,9.096702575683594,10.404326438903809,105.16000366210938,0.0,80.0,1141.0,106.22000122070312
8,21,cylinder_soft,encoder_stall,1078,106.74,107.27,0,187,1,,3.0,3.0,5.0,3.0,6.0,5.0,3.0,6.0,9.0,6.0,3.0,4.0,1.2857142686843872,3.0,5.0,0.8571428656578064,5.142857074737549,4.285714149475098,2.142857074737549,6.0,8.428571701049805,5.142857074737549,3.0,1.7142857313156128,1.9639610052108765,3.0,5.0,1.6035674810409546,5.318431854248047,4.629100322723389,2.5354626178741455,6.0,8.5440034866333,5.318431854248047,3.0,2.618614673614502,3.0,3.0,5.0,0.0,6.0,-5.0,3.0,6.0,-5.0,3.0,3.0,-4.0,6.557438373565674,7.8102498054504395,8.366600036621094,5.830951690673828,107.2699966430664,0.0,187.0,1078.0,106.73999786376953
8,22,cylinder_soft,encoder_stall,1031,106.83,107.27,0,202,1,,3.0,3.0,5.0,3.0,6.0,5.0,3.0,6.0,9.0,9.0,3.0,4.0,2.5714285373687744,3.0,5.0,0.4285714328289032,3.857142925262451,2.857142925262451,2.5714285373687744,4.285714149475098,5.5714287757873535,7.714285850524902,2.5714285373687744,4.0,2.7774603366851807,3.0,5.0,1.133893370628357,4.088310718536377,3.779644727706909,2.7774603366851807,4.535573482513428,5.74456262588501,7.855844020843506,2.7774603366851807,4.0,3.0,3.0,5.0,0.0,6.0,0.0,3.0,3.0,-5.0,9.0,3.0,-4.0,6.557438373565674,6.0,6.557438373565674,10.29563045501709,107.2699966430664,0.0,202.0,1031.0,106.83000183105469
8,23,cylinder_soft,encoder_stall,1031,106.74,106.74,0,236,1,,3.0,6.0,10.0,3.0,3.0,5.0,9.0,3.0,9.0,9.0,6.0,4.0,1.875,4.875,3.125,1.5,1.5,3.75,6.75,3.0,7.5,6.75,3.0,1.5,2.3717081546783447,5.086747646331787,4.677071571350098,2.1213202476501465,2.1213202476501465,4.330127239227295,6.873863697052002,3.0,7.745966911315918,6.873863697052002,3.3541018962860107,2.4494898319244385,3.0,3.0,0.0,3.0,0.0,0.0,6.0,3.0,-5.0,6.0,0.0,0.0,4.242640495300293,3.0,8.366600036621094,6.0,106.73999786376953,0.0,236.0,1031.0,106.73999786376953
8,24,cylinder_soft,encoder_stall,1031,106.74,106.83,0,236,1,,3.0,6.0,5.0,3.0,3.0,5.0,9.0,3.0,9.0,9.0,6.0,4.0,1.2857142686843872,3.857142925262451,2.857142925262451,1.7142857313156128,0.4285714328289032,3.5714285373687744,7.714285850524902,3.0,8.428571701049805,8.142857551574707,5.142857074737549,1.7142857313156128,1.9639610052108765,4.088310718536377,3.779644727706909,2.267786741256714,1.133893370628357,4.225771427154541,7.855844020843506,3.0,8.5440034866333,8.254868507385254,5.318431854248047,2.618614673614502,0.0,3.0,5.0,3.0,0.0,-5.0,6.0,3.0,-5.0,6.0,6.0,0.0,5.830951690673828,5.830951690673828,8.366600036621094,8.485280990600586,106.83000183105469,0.0,236.0,1031.0,106.73999786376953
8,25,cylinder_soft,encoder_stall,1125,106.83,106.92,0,228,1,,3.0,6.0,5.0,3.0,3.0,5.0,9.0,6.0,9.0,9.0,6.0,4.0,3.0,3.75,1.875,2.625,3.0,1.875,7.125,4.125,6.0,7.5,4.125,3.0,3.0,3.9686269760131836,3.0618622303009033,2.8062429428100586,3.0,3.0618622303009033,7.271519660949707,4.373213768005371,6.244997978210449,7.648529052734375,4.373213768005371,3.464101552963257,3.0,6.0,0.0,3.0,3.0,-5.0,6.0,3.0,-9.0,9.0,3.0,-4.0,6.7082037925720215,6.557438373565674,11.224971771240234,10.29563045501709,106.91999816894531,0.0,228.0,1125.0,106.83000183105469
